case_id,condition,foreground_voxels,background_voxels,foreground_groups,background_sha256,semantic_sha256,construction_policy
coronacases_003,component_fixed_75,353,306,30,29c10339a835ad0d0056f28394ae4fcfd6ca354610dfc8dbc09e4d157a0cd3f9,fe144afe44f6567f82a389d7dfe389c78fcff46f81c629a650a2adae3d7ec0fc,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_003,component_natural_25,83,306,10,29c10339a835ad0d0056f28394ae4fcfd6ca354610dfc8dbc09e4d157a0cd3f9,390faf719c7875f8f6d84b70933ac4d5cf11d8230c84dc6d57f23a7a3657e383,natural_component_omission_unchanged
coronacases_003,component_natural_50,174,306,20,29c10339a835ad0d0056f28394ae4fcfd6ca354610dfc8dbc09e4d157a0cd3f9,2d4f06d20d38225481aa5f9922cb7ca1f8c95e76a95e490f186c3e06cf5faaf9,natural_component_omission_unchanged
coronacases_003,component_natural_75,271,306,30,29c10339a835ad0d0056f28394ae4fcfd6ca354610dfc8dbc09e4d157a0cd3f9,4faad7dd8052222579d1aeee7e91afcb1921f9c261f0fbe2de84eb8e358cd34d,natural_component_omission_unchanged
coronacases_003,pixel_dropout_matched_25,83,306,39,29c10339a835ad0d0056f28394ae4fcfd6ca354610dfc8dbc09e4d157a0cd3f9,632a82ed667f0e7ebd7855b8ee9ef004e3ee7859a6d6532d158261a0c378d514,post_transfer_unique_voxel_pixel_equalization
coronacases_003,pixel_dropout_matched_50,174,306,39,29c10339a835ad0d0056f28394ae4fcfd6ca354610dfc8dbc09e4d157a0cd3f9,c288d4a650a0a80f5879c588d5e999bc776d87ee9af93e1edfa1b7a2cbc163bd,post_transfer_unique_voxel_pixel_equalization
coronacases_003,pixel_dropout_matched_75,271,306,39,29c10339a835ad0d0056f28394ae4fcfd6ca354610dfc8dbc09e4d157a0cd3f9,98c356e14e45c90c3b3336155b20f24cb4a05d73184548a4dc99802272f5d7a4,post_transfer_unique_voxel_pixel_equalization
coronacases_004,complete,61,37,8,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,7ae6e8a9f7d32ce83c45a4c7a022ccf14b62e9766aaca0e16c7f1f2423143c90,unchanged_from_v1_0
coronacases_004,complete_fixed_25,9,37,8,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,37c4b683bce2c30036a876d1fc98d317230650cd942dc061122b75488da15139,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_004,complete_fixed_50,30,37,8,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,62780b3fdf2f482002cf78be22033aeb7a141065c17291341896a44a84f77e51,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_004,complete_fixed_75,50,37,8,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,013e5e70406aef30da7b9635fcf9267b4a673533f373266ca9bfd74a0d3f8761,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_004,component_fixed_25,9,37,2,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,c09a89116d2627a9258228958c739e1276fb29803a792567446775d5b709ee25,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_004,component_fixed_50,30,37,4,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,280329df6f24dcb115cacf395ded4f96f46c063e1ec52711130a69aee0fdac87,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_004,component_fixed_75,50,37,6,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,b8d7398a1fbc9d6b224caeb0015f81ea5c045864e5989e4b565a45acaa02dfc7,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_004,component_natural_25,9,37,2,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,c09a89116d2627a9258228958c739e1276fb29803a792567446775d5b709ee25,natural_component_omission_unchanged
coronacases_004,component_natural_50,30,37,4,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,280329df6f24dcb115cacf395ded4f96f46c063e1ec52711130a69aee0fdac87,natural_component_omission_unchanged
coronacases_004,component_natural_75,45,37,6,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,b909ec1851c0a4f9b66a5ab135059d73a76c558120f563a817d7a9d96c583494,natural_component_omission_unchanged
coronacases_004,pixel_dropout_matched_25,9,37,8,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,b22ce66865dd1633008d89ca0293cb126d807d6b2980cc553972bc61129efa59,post_transfer_unique_voxel_pixel_equalization
coronacases_004,pixel_dropout_matched_50,30,37,8,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,eb2c36892351f90fb9cc71a68dafffd655479b633c01648e39a88be037e96638,post_transfer_unique_voxel_pixel_equalization
coronacases_004,pixel_dropout_matched_75,45,37,8,ba0f649653775b80ad2d9ec9d9bec817dc49235c13b2925c848af74ca1e58af6,9b127705d8b9fa7588653ec5da7a948e6e929181f1ac83d7969c9e88b48d1164,post_transfer_unique_voxel_pixel_equalization
coronacases_005,complete,20,14,3,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,88a3add93ce8c17c4df1981d9727e13f50aafc336384a347badb3d0367151e18,unchanged_from_v1_0
coronacases_005,complete_fixed_25,3,14,3,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,bc1f8876b21fbc92613071684480ba356fe28ce10f956999c10367b0939d25af,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_005,complete_fixed_50,7,14,3,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,b30da8425fd91a3e29128dc88e8f93760e2c89dddae7eae0214d474ab6f60221,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_005,complete_fixed_75,19,14,3,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,83962e7e388d0735033f1d470e48474a8f259702814831bd5e0cec7fe52f42ae,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_005,component_fixed_25,3,14,1,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,d01c5c8858bbecae1a2beb2f74925b6a449022c435619dfdc47215687b8c2573,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_005,component_fixed_50,7,14,2,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,0f2fa86100175d9129da1a4a5494af2516c4c6c0583116b66a58df084c1d950c,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_005,component_fixed_75,19,14,3,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,dc13982a4f496d8d4958b25c403b1e263103a3fb80a9693bf77426b4e64c74a6,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_005,component_natural_25,3,14,1,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,d01c5c8858bbecae1a2beb2f74925b6a449022c435619dfdc47215687b8c2573,natural_component_omission_unchanged
coronacases_005,component_natural_50,9,14,2,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,6a5fc521ec7db88d2a7d0f67daba30d57429b7a7f4900283154bc771201698ce,natural_component_omission_unchanged
coronacases_005,component_natural_75,20,14,3,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,88a3add93ce8c17c4df1981d9727e13f50aafc336384a347badb3d0367151e18,natural_component_omission_unchanged
coronacases_005,pixel_dropout_matched_25,3,14,3,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,3c6f39d50a209cd289ab63de920661e5dbb011bfc3d82f40ce5e9befb5b42b7b,post_transfer_unique_voxel_pixel_equalization
coronacases_005,pixel_dropout_matched_50,9,14,3,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,434c5976b319218f4298b278e76b4e86eed8fba472f8b2e18a93580d14a54883,post_transfer_unique_voxel_pixel_equalization
coronacases_005,pixel_dropout_matched_75,20,14,3,a0a6de958ef2095df25debd7184694c2db14ce02f4e15169c955efa0af8025b5,88a3add93ce8c17c4df1981d9727e13f50aafc336384a347badb3d0367151e18,already_exact_after_transfer_unchanged
coronacases_006,complete,30,22,2,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,6f4aa5de9b60d8b8db0247e2c8ed7e164bda3061f237c8005fb919b134cea2ed,unchanged_from_v1_0
coronacases_006,complete_fixed_25,28,22,2,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,98b309ec20803a7d6fe3be9094b771f375a4fa8817423427dad0aea70735803d,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_006,complete_fixed_50,30,22,2,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,6f4aa5de9b60d8b8db0247e2c8ed7e164bda3061f237c8005fb919b134cea2ed,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_006,complete_fixed_75,30,22,2,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,6f4aa5de9b60d8b8db0247e2c8ed7e164bda3061f237c8005fb919b134cea2ed,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_006,component_fixed_25,28,22,1,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,41dbf7e52402245939d704618602a4900e71dacfc7b25b93f174c3bd104a386b,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_006,component_fixed_50,30,22,1,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,2dd0b99b9ff62eff08ae6ba71aca8290de25e8c32f10f76300130fe6131a2991,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_006,component_fixed_75,30,22,2,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,47ca80e7b289700b5cafab61a64fd99d0927354e478d9fca1f7b3327d5ea7016,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_006,component_natural_25,14,22,1,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,52716faaf50cfd279da46b90a261065108428cf693979e249dcb6fa51350166a,natural_component_omission_unchanged
coronacases_006,component_natural_50,14,22,1,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,52716faaf50cfd279da46b90a261065108428cf693979e249dcb6fa51350166a,natural_component_omission_unchanged
coronacases_006,component_natural_75,30,22,2,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,6f4aa5de9b60d8b8db0247e2c8ed7e164bda3061f237c8005fb919b134cea2ed,natural_component_omission_unchanged
coronacases_006,pixel_dropout_matched_25,14,22,2,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,c9f68c16e46158ae70a7393a6cd601f670d0720354bf0be45e0db47454f21434,post_transfer_unique_voxel_pixel_equalization
coronacases_006,pixel_dropout_matched_50,14,22,2,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,d9d96aa274474780e2dbc92823a204262c37cd8cf28dae13e06f26c9add3874c,post_transfer_unique_voxel_pixel_equalization
coronacases_006,pixel_dropout_matched_75,30,22,2,5b6e438ca2abf9e5daa5e8d5004cb7297f1fa98dc51e5b082be08f0652d153fe,6f4aa5de9b60d8b8db0247e2c8ed7e164bda3061f237c8005fb919b134cea2ed,already_exact_after_transfer_unchanged
coronacases_007,complete,72,56,9,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,4e58b229184c3e0e443df49d8d9e19b7acab5333897774afb0d302e0719f0e7c,unchanged_from_v1_0
coronacases_007,complete_fixed_25,72,56,9,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,4e58b229184c3e0e443df49d8d9e19b7acab5333897774afb0d302e0719f0e7c,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_007,complete_fixed_50,72,56,9,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,4e58b229184c3e0e443df49d8d9e19b7acab5333897774afb0d302e0719f0e7c,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_007,complete_fixed_75,72,56,9,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,4e58b229184c3e0e443df49d8d9e19b7acab5333897774afb0d302e0719f0e7c,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_007,component_fixed_25,72,56,3,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,e93a7af1ac006281ae4b0da60664d6c2868a8e486676addc3b638362f08d19fa,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_007,component_fixed_50,72,56,5,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,49e069131673ffc9a12d7f8ee48425b4342330bfd60260f7a9dc6fa86f1495bc,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_007,component_fixed_75,72,56,7,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,51a95ed0d5ecec632f7259b495c1b13ef9eab7d616bd70da6813e907d35fafda,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_007,component_natural_25,28,56,3,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,52323fea58efae4a9d8ace4e18aae7cf74018c8101fe79546546f7b623aa682e,natural_component_omission_unchanged
coronacases_007,component_natural_50,44,56,5,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,87d35668b267c74d14ff66b4d3c7d654026a4f021ad709fdb50056e15cb472b7,natural_component_omission_unchanged
coronacases_007,component_natural_75,54,56,7,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,ca4d29bd6f11b93d37da2efc03e4ca851ffd799d42537da727de391b5d78b079,natural_component_omission_unchanged
coronacases_007,pixel_dropout_matched_25,28,56,9,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,65d50a530defd6639493ff0f778a79f2c9b472795b2894bf4093b06628bc0ad9,post_transfer_unique_voxel_pixel_equalization
coronacases_007,pixel_dropout_matched_50,44,56,9,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,8a0d0e200c072a75c46dbd217a1c4774e98f8f879229372dadd3bb7160cf949a,post_transfer_unique_voxel_pixel_equalization
coronacases_007,pixel_dropout_matched_75,54,56,9,7be830a7abe6572fcd560870fef3cc99266a3c67fb147ee874dcfd774294a5cf,dcf4036d785e1b50948459701f85f8a4064f48e546ffcd56b9476def813993a1,post_transfer_unique_voxel_pixel_equalization
coronacases_008,complete,245,196,33,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,a2fa92f30ac36d4c7efc63c32083701744f0c91fbbd75e1c8cb1d06dc7a46247,unchanged_from_v1_0
coronacases_008,complete_fixed_25,244,196,33,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,e7531954568e733bebc2ae0bd566416dbf443c1e8b625a9037425a539ad3bfcc,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_008,complete_fixed_50,213,196,33,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,2b34f9b26c0dc5668aafb976d8d8bc4709f3bed4940a7a8f0dbe1e72b96eb05e,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_008,complete_fixed_75,245,196,33,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,a2fa92f30ac36d4c7efc63c32083701744f0c91fbbd75e1c8cb1d06dc7a46247,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_008,component_fixed_25,244,196,9,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,e3286c2c981778cd4c073dca47c9a772eb7e433465f8214b890f3048d456ca95,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_008,component_fixed_50,213,196,17,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,37652fe49cf3fa5b8e0239d08fcadce6398827abadf1bb82320b488e5a0be6e3,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_008,component_fixed_75,245,196,25,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,d9f1c225895aeb143e6ea34c0718090fc38e1970e86ae65bca3135c0a05c3c21,post_transfer_fixed_pair_unique_voxel_thinning
coronacases_008,component_natural_25,68,196,9,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,00e38595a90300a2c12ce40085200c446be7afe891aef0a18eb87dc360131566,natural_component_omission_unchanged
coronacases_008,component_natural_50,124,196,17,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,2dfbc68a294137f640ced9ba65287605732ddffbb0b11f8ca7460fe6d7645ad3,natural_component_omission_unchanged
coronacases_008,component_natural_75,194,196,25,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,6804473942f19cadb91fab904b829cb33d810fe75764cda877887063abee9cf0,natural_component_omission_unchanged
coronacases_008,pixel_dropout_matched_25,68,196,33,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,3a707c998cce6c0265cf1f3520bff4c1781b3626d76f0085fede87805f5d21bd,post_transfer_unique_voxel_pixel_equalization
coronacases_008,pixel_dropout_matched_50,124,196,33,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,d11ec081b805e0842c5e7c63fe040bc1e53b6189c35c815805dfffc0f15b87a2,post_transfer_unique_voxel_pixel_equalization
coronacases_008,pixel_dropout_matched_75,194,196,33,1ad0a6d1bdf33d3eda265c738e2cebca1fd19ea2c2c30e8fb5babb972cd48a2c,1eaf99b8baaddba14634d1b00bb67906b9a4fd9b25a360c8dfe47986afdd49dd,post_transfer_unique_voxel_pixel_equalization
coronacases_009,complete,65,53,9,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,db6b3b9b24363878c7e9ef2d065717b6b068ecd25d9f0d7846797137a191d775,unchanged_from_v1_0
coronacases_009,complete_fixed_25,65,53,9,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,db6b3b9b24363878c7e9ef2d065717b6b068ecd25d9f0d7846797137a191d775,fixed_pair_side_already_at_shared_training_grid_target_unchanged
coronacases_009,complete_fixed_50,65,53,9,68ee87c6e157a3ea11f0c20a2fc32326c0fae935665dad500b2bfb35b91a782f,db6b3b9b24363878c7e9ef2d065717b6b068ecd25d9f0d7846797137a191d775,fixed_pair_side_already_at_shared_training_grid_target_unchanged
